Result Number,Entity  ID,Agency,Vendor ID,Recording Technique,Project,Event,Roll,Frame,Acquisition Date,Scale,Strip Number,Image Type,Quality,Cloud Cover,Photo ID,Flying Height in Feet,Film Length and Width,Focal Length,Stereo Overlap,Other,Center Latitude,Center Longitude,NW Corner Lat ,NW Corner Long,NE Corner lat,NE Corner Long,SE Corner Lat,SE Corner Long,SW Corner Lat,SW Corner Long,Center Latitude dec,Center Longitude dec,NW Corner Lat dec,NW Corner Long dec,NE Corner Lat dec,NE Corner Long dec,SE Corner Lat dec,SE Corner Long dec,SW Corner Lat dec,SW Corner Long dec,Display ID,Ordering ID,Download Link
176,AR5780026677721,5,,2,78000,,002667,7721,1978/08/26,65529,0000,13,8,0,5780026677721,65003,229mm x 229mm,304.68 mm,5,,59°53'36.01"N,154°20'19.49"W,59°57'24.00"N,154°27'23.98"W,59°57'24.00"N,154°12'27.00"W,59°49'48.00"N,154°13'14.99"W,59°49'48.00"N,154°28'12.00"W,59.893335,-154.338747,59.956667,-154.45666,59.956667,-154.2075,59.83,-154.22083,59.83,-154.47,AR5780026677721,AR5780026677721,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677721
177,AR5780026677787,5,,2,78000,,002667,7787,1978/08/26,64700,0000,13,8,1,5780026677787,65003,229mm x 229mm,304.68 mm,5,,60°18'21.10"N,154°13'57.19"W,60°22'03.00"N,154°20'48.66"W,60°22'07.60"N,154°05'52.66"W,60°14'38.63"N,154°07'04.66"W,60°14'35.10"N,154°22'00.66"W,60.305861,-154.232553,60.3675,-154.34685,60.368778,-154.09796,60.244063,-154.11796,60.243083,-154.36685,AR5780026677787,AR5780026677787,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677787
178,AR5780026677786,5,,2,78000,,002667,7786,1978/08/26,64700,0000,13,8,1,5780026677786,65003,229mm x 229mm,304.68 mm,5,,60°18'23.04"N,154°06'50.86"W,60°22'05.19"N,154°13'43.32"W,60°22'09.80"N,153°58'45.34"W,60°14'40.31"N,153°59'57.34"W,60°14'36.77"N,154°14'55.32"W,60.306399,-154.114129,60.368107,-154.2287,60.369388,-153.97926,60.24453,-153.99926,60.243548,-154.2487,AR5780026677786,AR5780026677786,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677786
179,AR5780026677785,5,,2,78000,,002667,7785,1978/08/26,64700,0000,13,8,1,5780026677785,65003,229mm x 229mm,304.68 mm,5,,60°18'24.98"N,153°59'42.54"W,60°22'07.38"N,154°06'36.00"W,60°22'12.00"N,153°51'36.00"W,60°14'42.00"N,153°52'48.00"W,60°14'38.46"N,154°07'48.00"W,60.306938,-153.995149,60.368716,-154.11,60.37,-153.86,60.245,-153.88,60.244016,-154.13,AR5780026677785,AR5780026677785,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677785
180,AR5780026677494,5,,2,78000,,002667,7494,1978/08/26,64500,0000,13,8,0,5780026677494,65003,229mm x 229mm,304.68 mm,5,,60°24'06.29"N,154°09'23.41"W,60°27'48.00"N,154°16'54.01"W,60°27'48.00"N,154°01'59.99"W,60°20'25.17"N,154°01'54.01"W,60°20'24.00"N,154°16'48.00"W,60.401747,-154.156503,60.463333,-154.28167,60.463333,-154.03333,60.340326,-154.03167,60.34,-154.28,AR5780026677494,AR5780026677494,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677494
181,AR5780026677493,5,,2,78000,,002667,7493,1978/08/26,64500,0000,13,8,0,5780026677493,65003,229mm x 229mm,304.68 mm,5,,60°24'06.53"N,154°02'47.40"W,60°27'48.00"N,154°09'56.66"W,60°27'48.00"N,153°55'03.32"W,60°20'25.66"N,153°55'39.32"W,60°20'24.49"N,154°10'32.66"W,60.401813,-154.046501,60.463333,-154.16574,60.463333,-153.91759,60.340462,-153.92759,60.340137,-154.17574,AR5780026677493,AR5780026677493,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677493
182,AR5780026677492,5,,2,78000,,002667,7492,1978/08/26,64500,0000,13,8,0,5780026677492,65003,229mm x 229mm,304.68 mm,5,,60°24'06.80"N,153°55'51.08"W,60°27'48.00"N,154°03'00.00"W,60°27'48.00"N,153°48'07.34"W,60°20'26.21"N,153°48'43.34"W,60°20'25.04"N,154°03'36.00"W,60.401889,-153.930856,60.463333,-154.05,60.463333,-153.80204,60.340613,-153.81204,60.340288,-154.06,AR5780026677492,AR5780026677492,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677492
183,AR5780026677491,5,,2,78000,,002667,7491,1978/08/26,64500,0000,13,8,0,5780026677491,65003,229mm x 229mm,304.68 mm,5,,60°24'07.07"N,153°48'55.43"W,60°27'48.00"N,153°56'04.02"W,60°27'48.00"N,153°41'12.01"W,60°20'26.75"N,153°41'48.01"W,60°20'25.58"N,153°56'40.02"W,60.401965,-153.815396,60.463333,-153.93445,60.463333,-153.68667,60.340765,-153.69667,60.34044,-153.94445,AR5780026677491,AR5780026677491,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677491
184,AR5780026677489,5,,2,78000,,002667,7489,1978/08/26,64500,0000,13,8,0,5780026677489,65003,229mm x 229mm,304.68 mm,5,,60°24'07.61"N,153°35'06.08"W,60°27'48.00"N,153°42'14.00"W,60°27'48.00"N,153°27'23.33"W,60°20'27.84"N,153°27'59.33"W,60°20'26.67"N,153°42'50.00"W,60.402115,-153.585022,60.463333,-153.70389,60.463333,-153.45648,60.341066,-153.46648,60.340742,-153.71389,AR5780026677489,AR5780026677489,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677489
185,AR5780026677490,5,,2,78000,,002667,7490,1978/08/26,64500,0000,13,8,0,5780026677490,65003,229mm x 229mm,304.68 mm,5,,60°24'07.34"N,153°42'00.42"W,60°27'48.00"N,153°49'08.69"W,60°27'48.00"N,153°34'17.33"W,60°20'27.30"N,153°34'53.33"W,60°20'26.13"N,153°49'44.69"W,60.40204,-153.700116,60.463333,-153.81908,60.463333,-153.57148,60.340916,-153.58148,60.340591,-153.82908,AR5780026677490,AR5780026677490,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677490
186,AR5780026677595,5,,2,78000,,002667,7595,1978/08/26,65500,0000,13,8,1,5780026677595,65003,229mm x 229mm,304.68 mm,5,,59°48'09.89"N,153°59'12.00"W,59°51'57.61"N,154°06'42.01"W,59°51'58.19"N,153°51'47.99"W,59°44'22.17"N,153°51'42.01"W,59°44'21.60"N,154°06'36.00"W,59.802747,-153.986668,59.866004,-154.11167,59.866165,-153.86333,59.739492,-153.86167,59.739332,-154.11,AR5780026677595,AR5780026677595,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677595
187,AR5780026677617,5,,2,78000,,002667,7617,1978/08/26,65333,0000,13,8,1,5780026677617,65003,229mm x 229mm,304.68 mm,5,,59°35'58.22"N,154°10'28.80"W,59°39'45.96"N,154°17'43.51"W,59°39'44.77"N,154°02'55.50"W,59°32'10.16"N,154°03'13.50"W,59°32'11.96"N,154°18'01.51"W,59.599505,-154.174667,59.662768,-154.29542,59.662436,-154.04875,59.536156,-154.05375,59.536656,-154.30042,AR5780026677617,AR5780026677617,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677617
188,AR5780026677695,5,,2,78000,,002667,7695,1978/08/26,65850,0000,13,8,1,5780026677695,65003,229mm x 229mm,304.68 mm,5,,59°42'14.08"N,154°06'20.19"W,59°45'58.68"N,154°13'49.87"W,59°46'04.37"N,153°59'01.90"W,59°38'29.16"N,153°58'49.87"W,59°38'24.11"N,154°13'37.88"W,59.703911,-154.105609,59.7663,-154.23052,59.767881,-153.98386,59.641433,-153.98052,59.64003,-154.22719,AR5780026677695,AR5780026677695,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677695
189,AR5780026677594,5,,2,78000,,002667,7594,1978/08/26,65500,0000,13,8,1,5780026677594,65003,229mm x 229mm,304.68 mm,5,,59°48'09.64"N,154°05'50.58"W,59°51'57.36"N,154°13'20.57"W,59°51'57.93"N,153°58'26.58"W,59°44'21.92"N,153°58'20.57"W,59°44'21.34"N,154°13'14.59"W,59.802678,-154.097383,59.865932,-154.22238,59.866093,-153.97405,59.739421,-153.97238,59.739261,-154.22072,AR5780026677594,AR5780026677594,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677594
190,AR5780026677618,5,,2,78000,,002667,7618,1978/08/26,65333,0000,13,8,1,5780026677618,65003,229mm x 229mm,304.68 mm,5,,59°35'58.90"N,154°17'15.30"W,59°39'46.51"N,154°24'29.41"W,59°39'45.32"N,154°09'42.59"W,59°32'10.99"N,154°10'00.59"W,59°32'12.79"N,154°24'47.41"W,59.599695,-154.287582,59.66292,-154.40817,59.662588,-154.16183,59.536385,-154.16683,59.536885,-154.41317,AR5780026677618,AR5780026677618,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677618
191,AR5780026677694,5,,2,78000,,002667,7694,1978/08/26,65850,0000,13,8,1,5780026677694,65003,229mm x 229mm,304.68 mm,5,,59°42'11.68"N,154°12'56.83"W,59°45'56.14"N,154°20'26.52"W,59°46'01.83"N,154°05'38.51"W,59°38'26.91"N,154°05'26.52"W,59°38'21.85"N,154°20'14.53"W,59.703244,-154.215786,59.765594,-154.3407,59.767175,-154.09403,59.640807,-154.0907,59.639403,-154.33737,AR5780026677694,AR5780026677694,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677694
192,AR5780026677593,5,,2,78000,,002667,7593,1978/08/26,65500,0000,13,8,1,5780026677593,65003,229mm x 229mm,304.68 mm,5,,59°48'09.37"N,154°12'29.15"W,59°51'57.10"N,154°19'59.16"W,59°51'57.68"N,154°05'05.14"W,59°44'21.66"N,154°04'59.16"W,59°44'21.08"N,154°19'53.15"W,59.802604,-154.208098,59.865861,-154.3331,59.866022,-154.08476,59.739349,-154.0831,59.739189,-154.33143,AR5780026677593,AR5780026677593,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677593
193,AR5780026677693,5,,2,78000,,002667,7693,1978/08/26,65850,0000,13,8,1,5780026677693,65003,229mm x 229mm,304.68 mm,5,,59°42'09.28"N,154°19'33.45"W,59°45'53.60"N,154°27'03.13"W,59°45'59.29"N,154°12'15.16"W,59°38'24.65"N,154°12'03.13"W,59°38'19.59"N,154°26'51.14"W,59.702578,-154.325959,59.764888,-154.45087,59.766469,-154.20421,59.64018,-154.20087,59.638776,-154.44754,AR5780026677693,AR5780026677693,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677693
194,AR5780026677592,5,,2,78000,,002667,7592,1978/08/26,65500,0000,13,8,1,5780026677592,65003,229mm x 229mm,304.68 mm,5,,59°48'09.13"N,154°19'07.73"W,59°51'56.84"N,154°26'37.72"W,59°51'57.42"N,154°11'43.73"W,59°44'21.40"N,154°11'37.72"W,59°44'20.82"N,154°26'31.74"W,59.802535,-154.318813,59.865789,-154.44381,59.86595,-154.19548,59.739278,-154.19381,59.739118,-154.44215,AR5780026677592,AR5780026677592,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677592
195,AR5780026677692,5,,2,78000,,002667,7692,1978/08/26,65850,0000,13,8,1,5780026677692,65003,229mm x 229mm,304.68 mm,5,,59°42'06.88"N,154°26'10.09"W,59°45'51.05"N,154°33'39.78"W,59°45'56.75"N,154°18'51.77"W,59°38'22.39"N,154°18'39.78"W,59°38'17.34"N,154°33'27.79"W,59.70191,-154.436137,59.764181,-154.56105,59.765763,-154.31438,59.639553,-154.31105,59.638149,-154.55772,AR5780026677692,AR5780026677692,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677692
196,AR5780026677782,5,,2,78000,,002667,7782,1978/08/26,64833,0000,13,8,1,5780026677782,65003,229mm x 229mm,304.68 mm,5,,60°18'15.49"N,153°39'27.05"W,60°22'10.78"N,153°46'49.19"W,60°21'56.04"N,153°31'40.80"W,60°14'20.16"N,153°32'04.81"W,60°14'34.99"N,153°47'13.20"W,60.304303,-153.657513,60.36966,-153.78033,60.365566,-153.528,60.238933,-153.53467,60.243053,-153.787,AR5780026677782,AR5780026677782,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677782
197,AR5780026677533,5,,2,78000,,002667,7533,1978/08/26,64714,0000,13,8,0,5780026677533,65003,229mm x 229mm,304.68 mm,5,,60°11'52.17"N,153°46'02.34"W,60°15'23.84"N,153°53'43.98"W,60°15'36.54"N,153°39'05.98"W,60°08'22.01"N,153°38'24.00"W,60°08'06.02"N,153°53'02.00"W,60.197824,-153.767317,60.256622,-153.89555,60.26015,-153.65166,60.139447,-153.64,60.135005,-153.88389,AR5780026677533,AR5780026677533,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677533
198,AR5780026677756,5,,2,78000,,002667,7756,1978/08/26,65333,0000,13,8,1,5780026677756,65003,229mm x 229mm,304.68 mm,5,,60°06'02.29"N,153°50'49.42"W,60°09'45.19"N,153°58'12.00"W,60°09'36.00"N,153°43'41.99"W,60°02'24.00"N,153°43'36.01"W,60°02'24.00"N,153°58'05.99"W,60.100635,-153.847061,60.162553,-153.97,60.16,-153.72833,60.04,-153.72667,60.04,-153.96833,AR5780026677756,AR5780026677756,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677756
199,AR5780026677783,5,,2,78000,,002667,7783,1978/08/26,64833,0000,13,8,1,5780026677783,65003,229mm x 229mm,304.68 mm,5,,60°18'22.14"N,153°46'15.66"W,60°22'17.40"N,153°53'37.21"W,60°22'02.68"N,153°38'30.01"W,60°14'26.84"N,153°38'54.02"W,60°14'41.65"N,153°54'01.19"W,60.30615,-153.771016,60.371499,-153.89367,60.36741,-153.64167,60.240789,-153.64834,60.244904,-153.90033,AR5780026677783,AR5780026677783,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677783
200,AR5780026677755,5,,2,78000,,002667,7755,1978/08/26,65333,0000,13,8,1,5780026677755,65003,229mm x 229mm,304.68 mm,5,,60°06'04.43"N,153°57'16.25"W,60°09'49.49"N,154°04'58.51"W,60°09'40.07"N,153°50'07.51"W,60°02'24.00"N,153°49'43.50"W,60°02'24.00"N,154°04'34.50"W,60.10123,-153.954514,60.163746,-154.08292,60.161131,-153.83542,60.04,-153.82875,60.04,-154.07625,AR5780026677755,AR5780026677755,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677755
201,AR5780026677532,5,,2,78000,,002667,7532,1978/08/26,64714,0000,13,8,0,5780026677532,65003,229mm x 229mm,304.68 mm,5,,60°11'45.57"N,153°52'46.34"W,60°15'17.97"N,154°00'29.99"W,60°15'30.73"N,153°45'47.99"W,60°08'14.69"N,153°45'06.01"W,60°07'58.62"N,153°59'48.01"W,60.195991,-153.879539,60.254991,-154.00833,60.258535,-153.76333,60.137413,-153.75167,60.132951,-153.99667,AR5780026677532,AR5780026677532,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677532
202,AR5780026677784,5,,2,78000,,002667,7784,1978/08/26,64833,0000,13,8,1,5780026677784,65003,229mm x 229mm,304.68 mm,5,,60°18'28.62"N,153°52'54.05"W,60°22'24.00"N,154°00'24.01"W,60°22'09.30"N,153°45'18.00"W,60°14'33.21"N,153°45'24.01"W,60°14'48.00"N,154°00'29.99"W,60.307951,-153.88168,60.373333,-154.00667,60.369249,-153.755,60.242558,-153.75667,60.246667,-154.00833,AR5780026677784,AR5780026677784,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677784
203,AR5780026677531,5,,2,78000,,002667,7531,1978/08/26,64714,0000,13,8,0,5780026677531,65003,229mm x 229mm,304.68 mm,5,,60°11'38.90"N,153°59'34.32"W,60°15'12.03"N,154°07'19.99"W,60°15'24.85"N,153°52'34.00"W,60°08'07.29"N,153°51'51.98"W,60°07'51.16"N,154°06'37.98"W,60.194139,-153.992867,60.253343,-154.12222,60.256904,-153.87611,60.135359,-153.86444,60.130877,-154.11055,AR5780026677531,AR5780026677531,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677531
204,AR5780026677715,5,,2,78000,,002667,7715,1978/08/26,65529,0000,13,8,0,5780026677715,65003,229mm x 229mm,304.68 mm,5,,59°53'36.00"N,153°39'20.25"W,59°57'24.00"N,153°46'22.51"W,59°57'24.00"N,153°31'30.00"W,59°49'48.00"N,153°32'17.99"W,59°49'48.00"N,153°47'10.50"W,59.893334,-153.655625,59.956667,-153.77292,59.956667,-153.525,59.83,-153.53833,59.83,-153.78625,AR5780026677715,AR5780026677715,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677715
205,AR5780026677716,5,,2,78000,,002667,7716,1978/08/26,65529,0000,13,8,0,5780026677716,65003,229mm x 229mm,304.68 mm,5,,59°53'36.01"N,153°46'08.25"W,59°57'24.00"N,153°53'10.86"W,59°57'24.00"N,153°38'17.63"W,59°49'48.00"N,153°39'05.62"W,59°49'48.00"N,153°53'58.88"W,59.893335,-153.768957,59.956667,-153.88635,59.956667,-153.63823,59.83,-153.65156,59.83,-153.89969,AR5780026677716,AR5780026677716,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677716
206,AR5780026677557,5,,2,78000,,002667,7557,1978/08/26,65250,0000,13,8,0,5780026677557,65003,229mm x 229mm,304.68 mm,5,,60°00'44.94"N,153°45'29.66"W,60°04'36.28"N,153°52'41.63"W,60°04'23.23"N,153°37'53.62"W,59°56'53.57"N,153°38'17.63"W,59°57'06.69"N,153°53'05.64"W,60.012484,-153.758239,60.076744,-153.87823,60.07312,-153.63156,59.948214,-153.63823,59.951857,-153.8849,AR5780026677557,AR5780026677557,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677557
207,AR5780026677717,5,,2,78000,,002667,7717,1978/08/26,65529,0000,13,8,0,5780026677717,65003,229mm x 229mm,304.68 mm,5,,59°53'36.00"N,153°52'57.00"W,59°57'24.00"N,154°00'00.00"W,59°57'24.00"N,153°45'06.01"W,59°49'48.00"N,153°45'54.00"W,59°49'48.00"N,154°00'47.99"W,59.893334,-153.8825,59.956667,-154,59.956667,-153.75167,59.83,-153.765,59.83,-154.01333,AR5780026677717,AR5780026677717,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677717
208,AR5780026677558,5,,2,78000,,002667,7558,1978/08/26,65250,0000,13,8,0,5780026677558,65003,229mm x 229mm,304.68 mm,5,,60°00'50.89"N,153°52'13.26"W,60°04'42.21"N,153°59'25.22"W,60°04'29.16"N,153°44'37.21"W,59°56'59.53"N,153°45'01.22"W,59°57'12.65"N,153°59'49.24"W,60.014136,-153.870349,60.078391,-153.99034,60.074767,-153.74367,59.94987,-153.75034,59.953513,-153.99701,AR5780026677558,AR5780026677558,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677558
209,AR5780026677718,5,,2,78000,,002667,7718,1978/08/26,65529,0000,13,8,0,5780026677718,65003,229mm x 229mm,304.68 mm,5,,59°53'36.01"N,153°59'46.49"W,59°57'24.00"N,154°06'49.86"W,59°57'24.00"N,153°51'55.12"W,59°49'48.00"N,153°52'43.10"W,59°49'48.00"N,154°07'37.88"W,59.893335,-153.996247,59.956667,-154.11385,59.956667,-153.86531,59.83,-153.87864,59.83,-154.12719,AR5780026677718,AR5780026677718,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677718
210,AR5780026677559,5,,2,78000,,002667,7559,1978/08/26,65250,0000,13,8,0,5780026677559,65003,229mm x 229mm,304.68 mm,5,,60°00'56.83"N,153°58'56.85"W,60°04'48.14"N,154°06'08.82"W,60°04'35.09"N,153°51'20.81"W,59°57'05.49"N,153°51'44.82"W,59°57'18.61"N,154°06'32.83"W,60.015787,-153.982459,60.080039,-154.10245,60.076414,-153.85578,59.951526,-153.86245,59.955169,-154.10912,AR5780026677559,AR5780026677559,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677559
211,AR5780026677719,5,,2,78000,,002667,7719,1978/08/26,65529,0000,13,8,0,5780026677719,65003,229mm x 229mm,304.68 mm,5,,59°53'36.00"N,154°06'36.76"W,59°57'24.00"N,154°13'40.51"W,59°57'24.00"N,153°58'45.01"W,59°49'48.00"N,153°59'33.00"W,59°49'48.00"N,154°14'28.50"W,59.893334,-154.11021,59.956667,-154.22792,59.956667,-153.97917,59.83,-153.9925,59.83,-154.24125,AR5780026677719,AR5780026677719,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677719
212,AR5780026677560,5,,2,78000,,002667,7560,1978/08/26,65250,0000,13,8,0,5780026677560,65003,229mm x 229mm,304.68 mm,5,,60°01'02.78"N,154°05'40.46"W,60°04'54.07"N,154°12'52.42"W,60°04'41.02"N,153°58'04.44"W,59°57'11.46"N,153°58'28.42"W,59°57'24.57"N,154°13'16.43"W,60.01744,-154.094572,60.081686,-154.21456,60.078062,-153.9679,59.953182,-153.97456,59.956825,-154.22123,AR5780026677560,AR5780026677560,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677560
213,AR5780026677720,5,,2,78000,,002667,7720,1978/08/26,65529,0000,13,8,0,5780026677720,65003,229mm x 229mm,304.68 mm,5,,59°53'36.00"N,154°13'27.75"W,59°57'24.00"N,154°20'31.88"W,59°57'24.00"N,154°05'35.63"W,59°49'48.00"N,154°06'23.62"W,59°49'48.00"N,154°21'19.87"W,59.893334,-154.224375,59.956667,-154.34219,59.956667,-154.09323,59.83,-154.10656,59.83,-154.35552,AR5780026677720,AR5780026677720,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677720
214,AR5780026677754,5,,2,78000,,002667,7754,1978/08/26,65333,0000,13,8,1,5780026677754,65003,229mm x 229mm,304.68 mm,5,,60°06'06.62"N,154°04'13.07"W,60°09'54.00"N,154°12'06.01"W,60°09'44.37"N,153°56'53.99"W,60°02'24.00"N,153°56'30.01"W,60°02'24.00"N,154°11'42.00"W,60.10184,-154.070298,60.165,-154.20167,60.162324,-153.94833,60.04,-153.94167,60.04,-154.195,AR5780026677754,AR5780026677754,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677754
215,AR5780026677598,5,,2,78000,,002667,7598,1978/08/26,65500,0000,13,8,1,5780026677598,65003,229mm x 229mm,304.68 mm,5,,59°48'10.67"N,153°39'16.28"W,59°51'58.39"N,153°46'46.27"W,59°51'58.97"N,153°31'52.28"W,59°44'22.94"N,153°31'46.27"W,59°44'22.37"N,153°46'40.30"W,59.802964,-153.654523,59.866219,-153.77952,59.86638,-153.53119,59.739706,-153.52952,59.739546,-153.77786,AR5780026677598,AR5780026677598,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677598
216,AR5780026677698,5,,2,78000,,002667,7698,1978/08/26,65850,0000,13,8,1,5780026677698,65003,229mm x 229mm,304.68 mm,5,,59°42'21.30"N,153°46'24.31"W,59°46'06.31"N,153°54'00.00"W,59°46'12.00"N,153°39'11.99"W,59°38'36.00"N,153°38'48.01"W,59°38'30.95"N,153°53'35.99"W,59.705917,-153.773419,59.768419,-153.9,59.77,-153.65333,59.643333,-153.64667,59.64193,-153.89333,AR5780026677698,AR5780026677698,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677698
217,AR5780026677597,5,,2,78000,,002667,7597,1978/08/26,65500,0000,13,8,1,5780026677597,65003,229mm x 229mm,304.68 mm,5,,59°48'10.40"N,153°45'54.85"W,59°51'58.13"N,153°53'24.86"W,59°51'58.71"N,153°38'30.84"W,59°44'22.69"N,153°38'24.86"W,59°44'22.11"N,153°53'18.85"W,59.80289,-153.765237,59.866148,-153.89024,59.866308,-153.6419,59.739635,-153.64024,59.739475,-153.88857,AR5780026677597,AR5780026677597,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677597
218,AR5780026677615,5,,2,78000,,002667,7615,1978/08/26,65333,0000,13,8,1,5780026677615,65003,229mm x 229mm,304.68 mm,5,,59°35'56.84"N,153°56'52.20"W,59°39'44.87"N,154°04'08.11"W,59°39'43.67"N,153°49'17.69"W,59°32'08.51"N,153°49'35.69"W,59°32'10.31"N,154°04'26.11"W,59.599122,-153.947832,59.662463,-154.06892,59.66213,-153.82158,59.535696,-153.82658,59.536197,-154.07392,AR5780026677615,AR5780026677615,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677615
219,AR5780026677697,5,,2,78000,,002667,7697,1978/08/26,65850,0000,13,8,1,5780026677697,65003,229mm x 229mm,304.68 mm,5,,59°42'18.88"N,153°53'06.93"W,59°46'03.77"N,154°00'36.61"W,59°46'09.46"N,153°45'48.64"W,59°38'33.67"N,153°45'36.61"W,59°38'28.62"N,154°00'24.62"W,59.705245,-153.885259,59.767713,-154.01017,59.769294,-153.76351,59.642687,-153.76017,59.641284,-154.00684,AR5780026677697,AR5780026677697,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677697
220,AR5780026677596,5,,2,78000,,002667,7596,1978/08/26,65500,0000,13,8,1,5780026677596,65003,229mm x 229mm,304.68 mm,5,,59°48'10.16"N,153°52'33.43"W,59°51'57.87"N,154°00'03.42"W,59°51'58.45"N,153°45'09.43"W,59°44'22.43"N,153°45'03.42"W,59°44'21.85"N,153°59'57.44"W,59.802821,-153.875953,59.866076,-154.00095,59.866237,-153.75262,59.739563,-153.75095,59.739403,-153.99929,AR5780026677596,AR5780026677596,http://earthexplorer.usgs.gov/download/options/4660/AR5780026677596
